sku,name,description,category,rating,reviewCount,price,image,url
3425444,Rustic&amp;#174; Outdoor Melamine Salad Plates,"We've taken melamine to new levels of artistry with this rustic collection. Our wide-rimmed salad plates capture the beauty and dimension of antique earthenware, yet they're made of shatterproof melamine. New techniques allow us to re-create the…",tabletop-glassware-bar,,,6.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0037/rustic-outdoor-melamine-salad-plates-o.jpg,https://www.williams-sonoma.com/products/rustic-melamine-salad-plates/
7506435,Traeger Ironwood 885 Grill,"Salt Lake City-based Traeger Grills redefined outdoor cooking with the convection-based Original Wood Pellet Grill. Using a combination of natural hardwood pellets and the precision of digital technology, Traeger grills offer the cooking versatility…",outdoor,4.8705,139,1599.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0327/img2o.jpg,https://www.williams-sonoma.com/products/traeger-ironwood-grill-855/
6710038,Safflower Thistle Bouquet,"Add instant cheer to indoor and outdoor spaces with our colorful bouquet. Grown and hand assembled in the USA, thebright organic arrangement of air-dried avena, safflower and thistle plus preserved baby eucalyptus&amp;nbsp;arrives wrapped in brown kraft…",outdoor,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0337/img3o.jpg,https://www.williams-sonoma.com/products/safflower-thistle-bouquet/
5709478,Pleated Velvet Pillow Cover,"This luxurious layering piece with overlapping diagonal pleats creates subtle, tailored warmth. It's crafted of pure cotton velvet for decadent softness and rich texture.",home-pillows-throws,,,29.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202152/0017/pleated-velvet-pillow-cover-o.jpg,https://www.williams-sonoma.com/products/pleated-velvet-pillow-cover/
3654985,Williams Sonoma Reserve Champagne Flutes,"Since 1956, innovation, quality and craftsmanship have been part of the Williams Sonoma legacy. We're proud to bring you these elegant Champagne toasting flutes from our signature stemware collection, designed in-house in collaboration with expert…",tabletop-glassware-bar,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0039/williams-sonoma-reserve-champagne-flutes-o.jpg,https://www.williams-sonoma.com/products/sonoma-champagne-glass/
4832499,Cuisinart Rectangle Stainless-Steel Chafing Dish,"Elevate buffet-style meals with Cuisinart&amp;rsquo;s classic rectangular chafing dish, which keeps foods warm for serving while presenting them in elegant style. Perfect for main dishes, casseroles, blintzes and much more, the stainless-steel pan can be…",cookware,,,84.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202132/0845/cuisinart-rectangle-stainless-steel-chafing-dish-2-o.jpg,https://www.williams-sonoma.com/products/cuisinart-rectangle-stainless-steel-chafing-dish/
3874471,Nespresso Vertuo Coffee Maker &amp;amp; Espresso Machine with Aeroccino Milk Frother,"Meet the first-ever Nespresso machine to brew both true American coffee and authentic Italian espresso. A total game changer in the coffee world, it relies on patented Centrifusion&amp;#8482; technology for state-of-the-art brewing. Just pop in a…",electrics,3.7347,49,207.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0059/nespresso-vertuo-coffee-maker-espresso-machine-with-aerocc-o.jpg,https://www.williams-sonoma.com/products/nespresso-vertuo-espresso-coffee-maker-aeroccino-plus/
5835996,"Enclume Wall Brackets, Set of 2","Use these wall brackets for secure mounting of Enclume rolled end bars, providing sleek, wall-mounted storage for cookware and utensils. Each bracket is hand forged in the Pacific Northwest by the master craftsmen at Enclume, America&amp;rsquo;s leading…",cookware,5,1,120,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0655/img97o.jpg,https://www.williams-sonoma.com/products/enclume-wall-bracket-set/
9279506,Emile Henry French Ceramic Pizza Stone,"Finished with Emile Henry's proprietary glaze, this pizza stone produces perfectly crispy crusts and doubles as a cutting surface.&amp;nbsp;The piece withstands exceptionally high heat, so it can be used in the oven or on the grill, and it's dishwasher safe.",cooks-tools,4.3871,62,34.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0107/img18o.jpg,https://www.williams-sonoma.com/products/emile-henry-pizza-stone/
5171496,Emile Henry French Ceramic Ruffled Square Baker,"This ruffled square baker from Emile Henry is shaped from Burgundian clay, which absorbs, distributes and retains heat evenly, so casseroles, gratins and bar cookies brown to perfection. Inspired by vintage French bakeware, the graceful ruffled edge…",bakeware,5,5,59.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0109/img78o.jpg,https://www.williams-sonoma.com/products/emile-henry-ruffle-square-baker/
5234885,"Krinner Christmas Tree Genie, XXL","Set up the Christmas tree in moments with this ingeniously designed stand. Simply step on the pedal to release the clamps, insert the tree, and then step again to close the clamps firmly around the trunk &amp;ndash; no more bending, rebalancing or…",christmas,5,3,119.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0267/img87o.jpg,https://www.williams-sonoma.com/products/krinner-christmas-tree-genie/
2730831,Simplex Buckingham No 1 by Newey &amp;amp; Bloomer Copper Rapid Boil Tea Kettle,"Making the perfect cup of tea is faster than ever with this super-efficient kettle &amp;ndash; it boils water 25% faster than traditional flat-bottomed models. A harmonious blend of Victorian design and 21st&amp;nbsp;century technology, the handcrafted…",electrics,4.1429,7,379.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0066/img29o.jpg,https://www.williams-sonoma.com/products/simplex-buckingham-coppper-rapid-tea-kettle/
47166,Ooni Koda 16 Pizza Oven Bundle,"Cook world-class pizza in your own backyard in just 60 seconds. This portable outdoor oven is sized to bake a 16&amp;quot; pizza and uses super-easy gas ignition. Adjust the heat control knob to cook all your outdoor favorites, from seared steak, roasted…",outdoor,,,719.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202142/0054/img74o.jpg,https://www.williams-sonoma.com/products/ooni-koda-16-pizza-oven-bundle/
45252,Kalamazoo Artisan Fire Outdoor Pizza Oven &amp;amp; Pizza Station with Pizza Tools,"Handmade in Michigan, the Artisan Fire outdoor pizza oven brings modern ease and convenience to the art of old-world pizza making. Once preheated, the oven turns out perfect Neapolitan-style pies with crisp, charred crust and bubbling cheese in mere…",outdoor,,,22794.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0147/kalamazoo-artisan-fire-outdoor-pizza-oven-pizza-station-wi-o.jpg,https://www.williams-sonoma.com/products/kalamazoo-artisan-fire-outdoor-pizza-oven-and-pizza-station/
9779596,Hestan 42&amp;quot; Deluxe Grill With Double Side Burners,"Legendary for its professional kitchen innovations, Hestan revolutionizes the art of outdoor cooking with state-of-the-art gas grills. The award-winning California company has collaborated with visionary chefs to bring you a precision stainless-steel…",outdoor,1,1,13209,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0336/img29o.jpg,https://www.williams-sonoma.com/products/hestan-60-inch-grill-with-double-side-burners/
3425568,Rustic&amp;#174; Outdoor Melamine Bowls,"We've taken melamine to new levels of artistry with this collection. Our shallow, wide-rimmed bowls capture the beauty and dimension of antique earthenware, yet they're made of shatterproof melamine. New techniques allow us to re-create the subtle…",tabletop-glassware-bar,,,6.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0035/rustic-outdoor-melamine-bowls-o.jpg,https://www.williams-sonoma.com/products/rustic-melamine-individual-bowls/
4564825,Traeger Ironwood 650 Grill,"Salt Lake City-based Traeger Grills redefined outdoor cooking with the convection-based Original Wood Pellet Grill. Using a combination of natural hardwood pellets and the precision of digital technology, Traeger grills offer the cooking versatility…",outdoor,4.8714,70,1399.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0399/img10o.jpg,https://www.williams-sonoma.com/products/traeger-ironwood-grill-650/
5216350,"Fresh Hydrangea Bunches, 18 Stems","Spring is in bloom with our blue or white hydrangea blossoms and greenery, which add gorgeous color and texture to any room. Selected for peak freshness and color, the hydrangea stems are picked and arranged by hand, then shipped directly from the grower to arrive perfectly intact.",outdoor,,,119.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202137/0024/img37o.jpg,https://www.williams-sonoma.com/products/fresh-blue-hydrangea-bunches-18-stems/
401206,Textured Jacquard Shams,"Graceful leaves appear to sway to and fro on our jacquard woven duvet covers and shams. Expertly crafted from a blend of viscose, cotton and linen, the versatile neutral-hued bedding features a soft finish and pleasing drape.",home-bedding,,,19.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202130/0154/img62o.jpg,https://www.williams-sonoma.com/products/textured-jacquard-bedding/
5738511,Everdure by Heston Blumenthal The Furnace Grill,"Powerful and precise, this gas grill offers high-performance outdoor cooking. Designed in collaboration with renowned chef Heston Blumenthal, the grill ignites and heats quickly, and is capable of maintaining high heat. Contemporary taps give you…",outdoor,2.75,4,999.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0391/img62o.jpg,https://www.williams-sonoma.com/products/everdure-furnace-gas-barbecue-by-heston-blumenthal/
6317944,"Corkcicle Stemless Champagne Flute, Set of 2","Crafted of shatterproof stainless steel with vacuum-sealed triple insulation, this cup keeps beverages cold for up to nine hours or hot for up to three hours. Designed for Champagne and Prosecco, it's a great way to enjoy your favorite beverages at…",tabletop-glassware-bar,,,39.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0263/img12o.jpg,https://www.williams-sonoma.com/products/corkcicle-stemless-champagne-flute-set-of-2/
4634615,Joyce Chen 2-Tier Bamboo Steamer Baskets,"Joyce Chen is widely known for popularizing Chinese cuisine in the United States. Through her cookware, cookbooks, and television show, she helped bring flavorful dishes to life. With this two-tier bamboo steamer, you can recreate the restaurant…",cookware,1,1,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202145/0093/img26o.jpg,https://www.williams-sonoma.com/products/joyce-chen-2-tier-bamboo-baskets/
2060346,Nespresso VertuoPlus Coffee Maker &amp;amp; Espresso Machine with Aeroccino Milk Frother By De'Longhi,"Savor a perfect cappuccino or latte with one touch. Just pop in a Nespresso capsule &amp;ndash; this machine scans the capsule's bar code, then brews the ultimate cup of coffee or espresso in seconds. Sporting a sleek, streamlined design, the VertuoPlus…",electrics,4.7616,281,167.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0114/img80o.jpg,https://www.williams-sonoma.com/products/nespresso-vertuo-plus-coffee-espresso-maker-with-aeroccino/
8830440,Enclume Signature 3-Tier French Cookware Stand,"This space-saving unit is invaluable when kitchen storage is at a premium. Designed to hold the heaviest pots and pans, the tiered stand is forged using traditional French metalworking equipment by the master craftsmen at Enclume, America's leading manufacturer of cooking racks since 1973.",cookware,,,240,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202142/0045/img38o.jpg,https://www.williams-sonoma.com/products/enclume-hammered-steel-cookware-stand-3-tier/
8486736,Pit Grilling Mitt,"Made of superbly heat-resistant aramid fibers, our mitt offers unmatched protection and versatility for home grilling.",outdoor,5,3,19.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0005/pit-grilling-mitt-o.jpg,https://www.williams-sonoma.com/products/pit-grilling-mitt/
9827595,Williams Sonoma Walnut Pastry Brush,"You'll find countless uses for our classic pastry brush, from applying egg washes and buttering pans to brushing bits of lemon peel from the zester. Crafted with natural boar bristles for the ideal balance of resilience and flexion, it's fitted with a walnut handle for a firm, comfortable grip.",cooks-tools,5,1,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202149/0002/img14o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-walnut-pastry-brush/
9551980,"Krinner Christmas Tree Genie Deluxe, Medium","Made in Bavaria, Germany, the Tree Genie boasts a patented system that has revolutionized holiday tree setup. With a few pumps of the foot pedal, the claws close around the tree trunk to lock it into a straight position. This tree stand also includes…",christmas,5,2,94.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202141/0060/img92o.jpg,https://www.williams-sonoma.com/products/krinner-tree-genie-m-deluxe/
9762723,"DuraClear&amp;#174; Tritan Outdoor Osteria Bordeaux Glasses, Multicolored","Crafted of exceptionally strong DuraClear&amp;#174; Tritan&amp;#174;, our casual drinkware offers the classic look of glass yet it won't crack, shatter, break, cloud or discolor. Ideal for everyday use and outdoor entertaining, these dishwasher-safe wine…",tabletop-glassware-bar,,,89.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0073/img89o.jpg,https://www.williams-sonoma.com/products/duraclear-tritan-osteria-bordeaux-glasses-multicolored/
815170,Chantal Classic Polished Stainless-Steel Teakettle,"When water comes to a boil, this teakettle's Hohner harmonica whistle sounds off with all the resonance of a train whistle. The kettle's flat base promotes fast heating while the wire-loop handle provides a secure grip. Designed by Chantal Founder,…",electrics,3.3333,9,99.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0092/img83o.jpg,https://www.williams-sonoma.com/products/chantal-classic-polished-stainless-steel-tea-kettle/
6587385,Ooni Karu 16 Pizza Oven,"Switch between fuel sources to suit your favorite recipes with the latest addition to the Ooni outdoor pizza oven family. The Karu 16 features precision temperature control plus enhanced insulation and visibility, thanks to its improved design and…",outdoor,,,799.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202145/0032/img3o.jpg,https://www.williams-sonoma.com/products/ooni-karu-16-pizza-oven/
38059,Kalamazoo Artisan Fire Outdoor Pizza Oven,"Handmade in Michigan, this outdoor pizza oven brings modern ease to the art of old-world pizza making. Once preheated, it turns out perfect Neapolitan-style pies with crisp, charred crust and bubbling cheese in mere minutes. Essential for great…",outdoor,,,10894.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202150/0013/kalamazoo-artisan-fire-outdoor-pizza-oven-o.jpg,https://www.williams-sonoma.com/products/kalamazoo-artisan-fire-outdoor-pizza-oven/
9759353,Hestan 36&amp;quot; Deluxe Grill With Double Side Burners,"Legendary for its professional kitchen innovations, Hestan revolutionizes the art of outdoor cooking with state-of-the-art gas grills. The award-winning California company has collaborated with visionary chefs to bring you a precision stainless-steel…",outdoor,1,1,12319,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0205/hestan-36-deluxe-grill-with-double-side-burners-o.jpg,https://www.williams-sonoma.com/products/hestan-54-inch-grill-with-double-side-burners/
577667,Harvest Outdoor Melamine Appetizer Plates,"Featuring an abstract paint splatter design in warm tones that transition seamlessly from summer to fall, our eye-catching melamine appetizer plates are perfect for alfresco entertaining. The set of four captures the elegant look of fine ceramic yet…",tabletop-glassware-bar,,,2.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202149/0003/img5o.jpg,https://www.williams-sonoma.com/products/splatter-outdoor-melamine-appetizer-plates/
314253,Traeger x Williams Sonoma Baby Back Ribs Sauce,"Traeger Grills makes more than top-of-the-line barbecues &amp;#173;&amp;ndash; the Salt Lake City company also creates outstanding sauces and seasonings for freshly grilled meat. Crafted with the finest ingredients, zesty spices, and the perfect blend of…",food,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202144/0003/img45o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-x-traeger-baby-back-ribs-sauce/
6985149,Personalized Family Name Sign,"Celebrate the union of a new family. Crafted by the husband-and-wife team of HarperGrayce, this framed sign is constructed from reclaimed fence wood and personalized with elegant hand-cut calligraphy. The one-of-a-kind decoration makes a memorable wedding gift or housewarming present.",outdoor,,,139.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0822/img66o.jpg,https://www.williams-sonoma.com/products/personalized-family-name-sign/
610036,Chambers Linen Sheet Set,"Sewn from the finest linen, this luxurious sheeting gets even softer over time. The neutral-hued pieces coordinate with our Chambers&amp;#174; Linen Duvet Cover and Shams, as well as our seasonal printed bedding.",home-bedding,,,54.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202130/0135/img1o.jpg,https://www.williams-sonoma.com/products/linen-sheet-set/
3099596,Everdure by Heston Blumenthal The Force Grill,"Take gas grilling to the next level with this innovative grill designed in collaboration with renowned chef Heston Blumenthal. A fast ignition system fully heats the grill in just 5 minutes, and interchangeable cast-iron plates provide plenty of…",outdoor,5,1,899.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0454/img67o.jpg,https://www.williams-sonoma.com/products/everdure-force-gas-barbecue-by-heston-blumenthal/
219941,Williams Sonoma Estate Champagne Wine Glasses,"Since 1956, innovation, quality and craftsmanship have been part of the Williams Sonoma legacy. Our signature Estate Champagne toasting flutes embody that philosophy in their sleek lines, beautiful proportions and varietal-enhancing bowls. Refined…",tabletop-glassware-bar,,,24.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0065/img30o.jpg,https://www.williams-sonoma.com/products/sonoma-estate-champagne-wine-glass/
7543111,Nespresso Gran Lattissima by De'Longhi,"De Longhi's expertly designed, fully automated Nespresso machine brews your favorite espresso drinks with the skill of a master barista in an all-in- one, energy-saving design. The control panel is simple to use, offering nine preprogrammed drink…",electrics,4.2692,26,519.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0095/img63o.jpg,https://www.williams-sonoma.com/products/nespresso-gran-lattissima-by-de-longhi/
3574358,Le Creuset Signature Stainless-Steel Knob,"Give your favorite Le Creuset pot a polished update with a gleaming metal lid knob. Crafted of 18/10 stainless steel with a brushed finish, it's oven safe and stays cool on the stovetop. The knob is available in three sizes to fit any Le Creuset cast-iron cookware lid.",cookware,4,2,18,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202133/0029/img51o.jpg,https://www.williams-sonoma.com/products/le-creuset-signature-stainless-steel-knob/
8668340,Smoker Box,"Turn any grill into an outdoor smoker with our extra-large smoker box. Sized to fit inside a grill, the large, lidded box houses a solid tray for aromatic wood chips or fragrant herbs, with a perforated tray stacked on top to circulate heat and…",outdoor,4,3,49.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0112/img35o.jpg,https://www.williams-sonoma.com/products/smoker-box-2017/
4228321,Enclume Sig Steel &amp;amp; Tigerwood Bookshelf Rack,"The beautiful striped markings of Brazilian tigerwood add warmth to this wall-mount hammered-steel rack. It's made in the Pacific Northwest by the master craftsmen at Enclume, producers of fine-quality American pot racks since 1973.",cookware,2,1,399.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0549/img86o.jpg,https://www.williams-sonoma.com/products/enclume-sig-steel-tigerwood-bookshelf-rack/
7368485,Williams Sonoma Walnut Pastry Blender,"A tried-and-true classic, our pastry blender helps incorporate butter and lard into dry ingredients without overworking or overwarming the dough &amp;ndash; the key to creating a tender, flaky texture. Crafted of durable stainless steel with five sharp…",cooks-tools,3,1,19.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202149/0003/img59o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-walnut-pastry-blender/
9865209,DuraClear&amp;#174; Tritan Outdoor Stemless Wine Glasses,"Crafted of exceptionally strong DuraClear&amp;#174; Tritan&amp;#174;, our casual drinkware offers the classic look of glass yet it won't crack, shatter, break, cloud or discolor. Ideal for everyday use and outdoor entertaining, these dishwasher-safe stemless…",tabletop-glassware-bar,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202142/0003/img24o.jpg,https://www.williams-sonoma.com/products/duraclear-stemless-wine-glass/
5702611,Vision Grills Elite Series Deluxe Kamado Grill,"If you love the flavor of charcoal grilling and the convenience of cooking with gas, this is the grill for you. The Deluxe Kamado allows you to use both types of fuel to make your favorite food. The domed ceramic design creates an ideal convection…",outdoor,,,1299.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202142/0032/img99o.jpg,https://www.williams-sonoma.com/products/vision-grills-elite-series-deluxe-kamado-grill/
220249,Breville Soft Top Pure Tea Kettle,"Preparing your favorite cup of tea is a soothing ritual with the Breville Soft Top Pure kettle. This fast-heating electric kettle has handy water windows on both sides, so you always know how much water is inside. The soft-touch, slow-release lid prevents hot-water splashes.",electrics,3.7037,27,79.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0078/img50o.jpg,https://www.williams-sonoma.com/products/breville-soft-top-pure-tea-kettle/
38216,Kalamazoo Pizza Oven Tool Set,"Our classic pizza tools have been specially selected and designed for use with the Kalamazoo Artisan Fire Pizza Oven. The set includes large and small peels for moving pizzas in and out of the oven, dough boxes to keep dough at the ready, a scraper…",outdoor,,,529.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0749/img94o.jpg,https://www.williams-sonoma.com/products/kalamazoo-pizza-oven-tools-set/
5313338,Hestan Grill Cover,"Keep your Hestan grill in top condition by using this customized cover. Designed to protect the finish from the elements while guarding against scratches and wear, the weather-resistant cover is crafted of durable, heavy-duty carbon-fiber vinyl.…",outdoor,,,389,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0431/img93o.jpg,https://www.williams-sonoma.com/products/hestan-grill-cover/
6946946,Iznik Tile Outdoor Melamine Serving Bowl,"A fresh, contemporary take on Turkish designs, our melamine serving bowl is inspired by Iznik ceramics &amp;ndash; classic Ottoman pottery popular throughout the 16th century. The bowl is decorated with colorful, stylized geometric and botanical motifs…",tabletop-glassware-bar,,,16.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0117/img27o.jpg,https://www.williams-sonoma.com/products/iznik-tile-melamine-serve-bowl/
2714387,Traeger Pro Series 575 Grill,"Salt Lake City-based Traeger Grills redefined outdoor cooking with the convection-based Original Wood Pellet Grill &amp;ndash; and now, it's WiFIRE-enabled for easy control directly from your smartphone. Using a combination of natural hardwood pellets…",outdoor,4.5152,231,899.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0453/img61o.jpg,https://www.williams-sonoma.com/products/traeger-pro-series-575-grill/
996536,Floral Meadow Wreath,"Arranged with a florist's artistry, our rustic wreath combines long grasses and warmly colored flowers from the Pacific Northwest. Air drying naturally preserves the natural shapes and colors of pale-green avena and bear grass, yellow tansy, pink and purple globe amaranth, and pink strawflowers.",outdoor,4,2,99.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0461/img48o.jpg,https://www.williams-sonoma.com/products/floral-meadow-wreath/
3760388,Everdure by Heston Blumenthal the Cube Grill,"Enjoy the rich flavor of grilled food wherever you are &amp;ndash; park, beach, campsite or tailgate &amp;ndash; with this innovative charcoal grill. Designed in collaboration with British chef Heston Blumenthal, the portable grill helps you prepare…",outdoor,4.5,2,199.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0325/img86o.jpg,https://www.williams-sonoma.com/products/everdure-cube-charcoal-barbecue-by-heston-blumenthal/
1331524,Luke Irwin: Deverill Mosaic Hand Knotted Rug,"Based in London, Luke Irwin specializes in creating hand-knotted rugs. Part of his Mosaic Collection, this rug was inspired by the discovery of the largest Roman palace ever found in Britain underneath Irwin's house. Artisans hand knot squares with…",home-rugs,,,1499.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0244/luke-irwin-deverill-mosaic-hand-knotted-rug-o.jpg,https://www.williams-sonoma.com/products/luke-irwin-deverill-mosaic-hk-rug-steeple-gray/
388486,"Riedel Performance Champagne Flutes, Set of 2","The new essential wine glass, Riedel Performance brings out the best in Champagne by maximizing the flavor, bouquet and subtle nuance of the variety. Internal fluting broadens the surface area of the glass &amp;ndash; allowing the sparkling wine to fully…",tabletop-glassware-bar,,,69,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0116/img3o.jpg,https://www.williams-sonoma.com/products/riedel-performance-champagne-flutes/
8416242,SCANPAN TechnIQ Lid,"Add a lid to your Scanpan&amp;#174; TechnIQ fry pan to make it an all-day workhorse. Crafted of tempered glass that allows you to monitor cooking progress without releasing heat and moisture, the lid lets you braise, simmer and steam food from breakfast to dinner.",cookware,5,1,34.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0078/img24o.jpg,https://www.williams-sonoma.com/products/scanpan-techniq-nonstick-lid/
1818509,All-Clad BBQ Tool Set,"Enjoy the fine craftsmanship of All-Clad for outdoor cooking. This set of barbecue tools complements our All-Clad outdoor cookware collection and features All-Clad's signature handles, designed for a safe, comfortable grip.",outdoor,3.7826,23,99.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202132/0294/all-clad-bbq-tool-set-o.jpg,https://www.williams-sonoma.com/products/all-clad-bbq-tool-set/
1678051,Enclume Copper Oval Pot Rack,"A stunning centerpiece for your kitchen, the classic oval-shaped Enclume pot rack is crafted of brushed copper. The commercial-quality rack is hand forged in the Pacific Northwest by the master craftspeople at Enclume, America's leading manufacturer of cooking racks since 1973.",cookware,,,998.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0284/img14o.jpg,https://www.williams-sonoma.com/products/enclume-oval-pot-rack/
8516064,Williams Sonoma French Lavender Hand Lotion,"The finest lavender oil from Provence is blended with essences of geranium and clary sage in this Essential Oils collection. Made in the USA exclusively for Williams Sonoma, this hand lotion reflects our culinary roots, with a clean, simple scent that blends into the kitchen naturally.",homekeeping,5,7,12.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0066/img79o.jpg,https://www.williams-sonoma.com/products/french-lavender-essential-oils-hand-lotion/
8476071,DuraClear&amp;#174; Tritan Outdoor Highball Glasses,"Crafted of exceptionally strong DuraClear&amp;#174; Tritan&amp;#174;, our casual drinkware offers the classic look of glass yet it won't crack, shatter, break, cloud or discolor. Ideal for everyday use and outdoor entertaining, this highball glass makes it…",tabletop-glassware-bar,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0619/img77o.jpg,https://www.williams-sonoma.com/products/duraclear-tritan-highball-glasses/
8410432,La Paella Garcima Cooking Kit on Wheels with 18&amp;quot;,"Authentic paella, cooked outdoors on an open fire, is a Spanish tradition that goes back generations. Now you can join the party with this large-capacity all-in-one cooking kit from the Valencia region of Spain &amp;ndash; where the dish originally hails…",cookware,,,289.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202127/0309/img10o.jpg,https://www.williams-sonoma.com/products/la-paella-garcima-cooking-kit-on-wheels-with-18-inches/
2994276,Zwilling Cool Touch Kettle,"Contemporary design and German engineering come together brilliantly in Zwilling's Enfinigy kitchen appliances. This user-friendly electric water kettle features a stay-cool exterior for enhanced safety and energy-efficient heating, plus measurement…",electrics,4.8105,306,79.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202128/0040/img27o.jpg,https://www.williams-sonoma.com/products/zwilling-cool-touch-kettle/
1509608,Kalamazoo Gaucho Wood-Fired Freestanding Grill with Side Burner,The Argentinean-style Kalamazoo Gaucho Grill provides the ultimate wood-fired grilling experience. Harness the rugged intensity and flavor of traditional Argentinean grilling while enjoying the refined luxury of this modern design. The 30-inch spoked…,outdoor,,,36524.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0236/kalamazoo-gaucho-wood-fired-freestanding-grill-with-side-b-o.jpg,https://www.williams-sonoma.com/products/kalamazoo-gaucho-grill-with-side-burner/
5686109,Harvest Outdoor Melamine Salad Plates,"Featuring an abstract paint splatter design in warm tones that transition seamlessly from summer to fall, our eye-catching melamine salad plates are perfect for alfresco dining. The set of four captures the elegant look of fine ceramic yet is durable enough to withstand dishwasher cleaning.",tabletop-glassware-bar,,,3.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202149/0002/img89o.jpg,https://www.williams-sonoma.com/products/splatter-outdoor-melamine-salad-plates/
